Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Variant Grams,Status
mc-0603312,Триместен диван STRUCTO сив плат 227x94x88 см,"<p><strong>Канапе 3-местен за вътрешно ползване STRUCTO—СИВ</strong></p> <p>Канапето STRUCTO е елегантен и вечен избор за съвременни дневни пространства. Изчистеният, но внушителен дизайн с прави линии и широки високи подлакътници създава усещане за комфорт и баланс в помещението. Облечено в качествен релефен плат в сив нюанс, то предлага модерен вид и лесно се съчетава с различни стилове на интериорен дизайн. Щедрите му размери осигуряват удобна седалка за трима души, а двата декоративни възглавници допълват перфектно визията и комфорта.</p> <ul><li><strong>Размери:</strong> 227x94x88В см</li></ul> <p><strong>Поддръжка:</strong></p> <p>Канапето се почиства лесно с прахосмукачка, използвайки специалната приставка за платове, за да се отстрани прахта. При малки петна се препоръчва почистване с леко влажна кърпа и нежен почистващ препарат за платове. Избягвайте употребата на силни химикали и продължително излагане на пряка слънчева светлина, за да се запази текстурата и цветът на плата.</p> <p><strong>Какво харесваме:</strong></p>
<ul>
<li><strong>Минималистичният и вечен дизайн, който лесно се вписва във всяка дневна.</strong></li>
<li><strong>Качествената релефна платнена тапицерия, която придава елегантна текстура и модерен вид.</strong></li>
<li><strong>Широките подлакътници, които засилват усещането за комфорт и релакс.</strong></li>
<li><strong>Щедрите размери, осигуряващи удобна седалка за трима души.</strong></li>
<li><strong>Двата декоративни възглавници, които завършват естетически визията.</strong></li>
</ul> <p><strong>Канапето STRUCTO е модерен триместен диван за дневна с релефен плат и минималистичен дизайн. Широките подлакътници и балансираните пропорции създават елегантно и удобно място за релакс във всеки съвременен хол. Идеален за модерни, минималистични и съвременни интериори, предлагащ стил, комфорт и вечна естетика.</strong></p> <p><strong>Цветовото представяне на продукта може да се различава леко от фотографското изображение на вашия екран.</strong></p>",Europe,,Ъглови дивани,Дивани - Ъглови дивани,FALSE,Title,Default Title,0603312,shopify,5,deny,manual,1247.75,908.7,TRUE,TRUE,5208067215411,https://www.b2bmarkt.gr/img/prd/o/76361/kanapes-3-thesios-fb9332901-gkri-yfasma-.jpg,1,ТРИМЕСТЕН ДИВАН STRUCTO СИВ ПЛАТ 227x94x88Всм - снимка 1,FALSE,3-местен диван STRUCTO сив плат 227x94x88 см,3-местен диван STRUCTO в сив плат 227x94x88 см – стилен и удобен избор за вашия дом.,kg,68000,draft
mc-0603312,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76361/kanapes-3-thesios-fb9332901-gkri-yfasma--1.jpg,2,ТРИМЕСТЕН ДИВАН STRUCTO СИВ ПЛАТ 227x94x88Всм - снимка 2,,,,,,
mc-0603312,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76361/kanapes-3-thesios-fb9332901-gkri-yfasma--2.jpg,3,ТРИМЕСТЕН ДИВАН STRUCTO СИВ ПЛАТ 227x94x88Всм - снимка 3,,,,,,
mc-0603312,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76361/kanapes-3-thesios-fb9332901-gkri-yfasma--3.jpg,4,ТРИМЕСТЕН ДИВАН STRUCTO СИВ ПЛАТ 227x94x88Всм - снимка 4,,,,,,
mc-0603312,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76361/kanapes-3-thesios-fb9332901-gkri-yfasma--4.jpg,5,ТРИМЕСТЕН ДИВАН STRUCTO СИВ ПЛАТ 227x94x88Всм - снимка 5,,,,,,
mc-0603314,Триместен диван STRUCTO светло бежов плат 227x94x88 см,"<p><strong>Канапе 3-местно за вътрешна употреба STRUCTO — СВЕТЛО БЕЖОВО</strong></p><p>Канапето STRUCTO е елегантен и вечен избор за съвременни дневни пространства. Изчистеният, но внушителен дизайн с прави линии и широки високи подлакътници създава усещане за комфорт и баланс в помещението. Обшивката от качествен релефен плат в много светъл бежов нюанс предлага модерен вид и лесно се съчетава с различни стилове на интериорен дизайн. Щедрите размери осигуряват удобство за трима души, а двата декоративни възглавници допълват идеално визията и комфорта.</p><ul><li><strong>Размери:</strong> 227x94x88В см</li></ul><p><strong>Поддръжка:</strong></p><p>Канапето се почиства лесно с прахосмукачка, използвайки специалната приставка за платове, за да се отстрани прахът. За малки петна се препоръчва почистване с леко влажна кърпа и мек почистващ препарат за платове. Избягвайте употребата на силни химикали и продължително излагане на пряка слънчева светлина, за да се запази текстурата и цветът на плата.</p><p><strong>Какво харесваме:</strong></p><ul><li><strong>Минималистичен и вечен дизайн, който лесно се вписва във всяка дневна.</strong></li><li><strong>Качествената релефна платнена обшивка, която придава елегантна текстура и модерен вид.</strong></li><li><strong>Широките подлакътници, които засилват усещането за комфорт и релакс.</strong></li><li><strong>Щедрите размери, осигуряващи удобно сядане за трима души.</strong></li><li><strong>Двата декоративни възглавници, които завършват естетически цялостта.</strong></li></ul><p><strong>STRUCTO е модерен триместен диван с релефен плат и минималистичен дизайн. Широките подлакътници и балансираните пропорции създават елегантно и удобно място за почивка във всяка съвременна дневна. Идеален за модерни, минималистични и съвременни интериори, предлагащ стил, комфорт и вечна естетика.</strong></p><p><strong>Цветовото представяне на продукта може леко да се различава от фотографското изображение на вашия екран.</strong></p>",Europe,,Ъглови дивани,Дивани - Ъглови дивани,FALSE,Title,Default Title,0603314,shopify,0,deny,manual,1247.75,908.7,TRUE,TRUE,5208067215435,https://www.b2bmarkt.gr/img/prd/o/76362/kanapes-3-thesios-fb9332902-anoichto-mpe.jpg,1,ТРИМЕСТЕН ДИВАН STRUCTO СВЕТЛО БЕЖОВ ПЛАТ 227x94x88См - снимка 1,FALSE,3-местен диван STRUCTO светло бежов плат 227x94x88 см,3-местен диван STRUCTO в светлобежов цвят с текстилна тапицерия – стилен и удобен избор за вашия дом.,kg,68000,draft
mc-0603314,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76362/kanapes-3-thesios-fb9332902-anoichto-mpe-1.jpg,2,ТРИМЕСТЕН ДИВАН STRUCTO СВЕТЛО БЕЖОВ ПЛАТ 227x94x88См - снимка 2,,,,,,
mc-0603314,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76362/kanapes-3-thesios-fb9332902-anoichto-mpe-2.jpg,3,ТРИМЕСТЕН ДИВАН STRUCTO СВЕТЛО БЕЖОВ ПЛАТ 227x94x88См - снимка 3,,,,,,
mc-0603313,Двуместен диван STRUCTO сив плат 168x94x88 см,"<p><strong>Канапе 2-местен за вътрешна употреба STRUCTO—СИВ</strong></p>
<p>Канапето STRUCTO е елегантен и вечен избор за съвременни дневни пространства. Изчистеният, но внушителен дизайн с прави линии и широки високи подлакътници създава усещане за комфорт и баланс в помещението. Облечено в качествен релефен плат в сив нюанс, то предлага модерен вид и лесно се съчетава с различни стилове на интериорен дизайн. Размерите му осигуряват удобно сядане за 2 души, а двата декоративни възглавници допълват перфектно визията и комфорта.</p>
<p>________________________________________</p>
<ul>
<li><strong>Размери:</strong> 168x94x88В см</li>
</ul>
<p>________________________________________</p>
<p><strong>Поддръжка:</strong></p>
<p>Канапето се почиства лесно с прахосмукачка, използвайки специалната приставка за платове, за да се премахне прахът. За малки петна се препоръчва почистване с леко влажна кърпа и мек почистващ препарат за платове. Избягвайте употребата на силни химикали и продължително излагане на пряка слънчева светлина, за да се запази текстурата и цветът на плата непроменени.</p>
<p>________________________________________</p>
<p><strong>Какво ни харесва:</strong></p>
<ul>
<li><strong>Минималистичният и вечен дизайн</strong>, който лесно се вписва във всяка дневна.</li>
<li><strong>Качествената релефна платнена тапицерия</strong>, която придава елегантна текстура и модерен вид.</li>
<li><strong>Широките подлакътници</strong>, които засилват усещането за комфорт и релакс.</li>
<li><strong>Двете декоративни възглавници</strong>, които завършват естетически цялостта.</li>
</ul>
<p>________________________________________</p>
<p><strong>Канапето STRUCTO е модерен двуместен диван за дневна с релефен плат и минималистичен дизайн. Широките подлакътници и балансираните пропорции създават елегантно и удобно място за почивка във всеки съвременен хол. Идеален за модерни, минималистични и съвременни интериори, предлагащ стил, комфорт и вечна естетика на пространството.</strong></p>
<p><strong>Цветовото представяне на продукта може да се различава леко от фотографското му изображение на вашия екран.</strong></p>",Europe,,Ъглови дивани,Дивани - Ъглови дивани,FALSE,Title,Default Title,0603313,shopify,3,deny,manual,1032.30,752.7,TRUE,TRUE,5208067215428,https://www.b2bmarkt.gr/img/prd/o/76366/kanapes-2-thesios-fb9333001-gkri-yfasma-.jpg,1,Диван 2-местен STRUCTO сив плат 168x94x88Всм - снимка 1,FALSE,Двуместен диван STRUCTO сив плат 168x94x88 см,Двуместен диван STRUCTO в сив плат 168x94x88 см – стилен и удобен избор за вашия дом.,kg,57000,draft
mc-0603313,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76366/kanapes-2-thesios-fb9333001-gkri-yfasma--1.jpg,2,Диван 2-местен STRUCTO сив плат 168x94x88Всм - снимка 2,,,,,,
mc-0603313,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76366/kanapes-2-thesios-fb9333001-gkri-yfasma--2.jpg,3,Диван 2-местен STRUCTO сив плат 168x94x88Всм - снимка 3,,,,,,
mc-0603315,Двуместен диван STRUCTO светлобежов плат 168x94x88 см,"<p><strong>Канапе 2-местен за вътрешна употреба STRUCTO — СВЕТЛО БЕЖОВ</strong></p>
<p>Канапето STRUCTO е елегантен и вечен избор за съвременни дневни пространства. Изчистеният, но внушителен дизайн с прави линии и широки високи подлакътници създава усещане за комфорт и баланс в помещението. Обшивката от качествен релефен плат в приятен и светъл СВЕТЛО БЕЖОВ нюанс предлага модерен вид и лесно се съчетава с различни стилове на обзавеждане. Размерите му осигуряват удобство за сядане на 2 души, а двете декоративни възглавници допълват перфектно визията и комфорта.</p>
<ul>
<li><strong>Размери:</strong> 168x94x88В см</li>
</ul>
<p><strong>Поддръжка:</strong></p>
<p>Канапето се почиства лесно с прахосмукачка, използвайки специалната приставка за платове, за да се отстрани прахът. При малки петна се препоръчва почистване с леко влажна кърпа и мек почистващ препарат за платове. Избягвайте употребата на силни химикали и продължително излагане на пряка слънчева светлина, за да се запази текстурата и цветът на плата.</p>
<p><strong>Какво харесваме:</strong></p>
<ul>
<li><strong>Минималистичният и вечен дизайн, който лесно се вписва във всяка дневна.</strong></li>
<li><strong>Качествената релефна платнена обшивка, която придава елегантна текстура и модерен вид.</strong></li>
<li><strong>Широките подлакътници, които засилват усещането за комфорт и релакс.</strong></li>
<li><strong>Двете декоративни възглавници, които завършват естетически цялостта.</strong></li>
</ul>
<p><strong>Канапето STRUCTO е модерен двуместен диван за дневна с релефен плат и минималистичен дизайн. Широките подлакътници и балансираните пропорции създават елегантно и удобно място за почивка във всяко съвременно помещение. Идеален за модерни, минималистични и съвременни интериори, предлагащ стил, комфорт и вечна естетика.</strong></p>
<p><strong>Цветовото представяне на продукта може да се различава леко от фотографското изображение на вашия екран.</strong></p>",Europe,,Ъглови дивани,Дивани - Ъглови дивани,FALSE,Title,Default Title,0603315,shopify,0,deny,manual,1032.30,752.7,TRUE,TRUE,5208067215442,https://www.b2bmarkt.gr/img/prd/o/76367/kanapes-2-thesios-fb9333002-anoichto-mpe.jpg,1,Диван 2-местен STRUCTO светло бежов плат 168x94x88Всм - снимка 1,FALSE,Двуместен диван STRUCTO светлобежов плат 168x94x88 см,"Двуместен диван STRUCTO в светлобежов цвят с текстил - идеален за интериорни пространства, предлага комфорт и стил.",kg,57000,draft
mc-0603315,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76367/kanapes-2-thesios-fb9333002-anoichto-mpe-1.jpg,2,Диван 2-местен STRUCTO светло бежов плат 168x94x88Всм - снимка 2,,,,,,
mc-0603315,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76367/kanapes-2-thesios-fb9333002-anoichto-mpe-2.jpg,3,Диван 2-местен STRUCTO светло бежов плат 168x94x88Всм - снимка 3,,,,,,
mc-9995370,Комплект диван-фотьойл RELAX SYNTHIA бежов плат - електрическо релакс,"<p><strong>Сет ляв ъглов диван с релакс фотьойл SYNTHIA — Бежова тъкан и електрическо регулиране</strong></p><br /> - - - - - - - - - - - - - - - - - - - - - - - - -<br />
<ul><li><strong>Триместен ляв ъглов диван SYNTHIA:</strong> проектиран да съчетава интелигентна функционалност със съвременен комфорт. Дясното място за сядане (както го виждате) разполага с електрически механизъм за релакс за лесна настройка, както и практично място за съхранение в подлакътника. Средното място се сгъва напред, разкривайки удобна сгъваема масичка с две вградени поставки за чаши, идеална за напитки или малки предмети. Лявата страна (шезлонг) включва скрито място за съхранение, което се отваря плавно с елегантна дръжка, както и допълнително място за съхранение в подлакътника за още повече практичност.</li>
<li><strong>Релакс фотьойл SYNTHIA:</strong> висок с дълбоко седене. Разполага с електрически механизъм за релакс с бутон и сгъваем подложка за крака.</li></ul><br />
___________________________________________<br />
<p><strong>Размери</strong></p><ul><li><strong>Диван:</strong> 245x80-170x98В см</li><li><strong>Размери на седалката:</strong> 208x55-117 см</li><li><strong>Размери на облегалката:</strong> 205x70 см</li><li><strong>Височина на подлакътниците:</strong> 59 см</li><li><strong>Височина на седалката:</strong> 45 см</li><li><strong>Място за съхранение:</strong> 70x60x16В см</li><li><strong>Място за съхранение в подлакътниците:</strong> 37x15x16В см</li><li><strong>Максимално отваряне при релакс:</strong> 68x160 см</li></ul><ul><li><strong>Фотьойл:</strong> 75x86x100В см</li><li><strong>Размери на седалката:</strong> 55x50 см</li><li><strong>Размери на облегалката:</strong> 50x65 см</li><li><strong>Височина на седалката:</strong> 48 см</li><li><strong>Височина на подлакътниците:</strong> 63 см</li><li><strong>Максимална дължина при релакс:</strong> 153 см</li></ul><br />
__________________________________________<br />
<p><strong>Поддръжка</strong></p><ul><li>Почиствайте редовно с прахосмукачка, използвайки мек накрайник с четка, за да запазите свежестта на тъканта.</li><li>Премахвайте незабавно петна с влажна кърпа и мек почистващ препарат за тъкани.</li><li>Избягвайте силни химикали и продължително излагане на пряка слънчева светлина, за да запазите цвета и текстурата.</li></ul><br />
____________________________________________<br /> - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -<br />
<p>*Сетът се доставя разглобен в заводски опаковки</p><p>** Цветовото представяне на продукта може да се различава леко от фотографското изображение на вашия екран.</p>",Europe,,Ъглови дивани,Дивани - Ъглови дивани,FALSE,Title,Default Title,9995370,shopify,4,deny,manual,1825.90,1234.74,TRUE,TRUE,,https://www.b2bmarkt.gr/img/prd/o/76463/set-kanapes-polythrona-relax-fb91073501-.jpg,1,Комплект диван-фотьойл RELAX SYNTHIA бежов плат-електрическо релаксиране [L] - снимка 1,FALSE,Комплект диван и фотьойл RELAX SYNTHIA бежов плат с електри,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA БЕЖОВ - Сет ляв ъглов диван с фотьойл relax SYNTHIA—Бежова тъкан и електрическо отпускане<br />,kg,141000,draft
mc-9995370,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76463/set-kanapes-polythrona-relax-fb91073501--1.jpg,2,Комплект диван-фотьойл RELAX SYNTHIA бежов плат-електрическо релаксиране [L] - снимка 2,,,,,,
mc-9995370,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76463/set-kanapes-polythrona-relax-fb91073501--2.jpg,3,Комплект диван-фотьойл RELAX SYNTHIA бежов плат-електрическо релаксиране [L] - снимка 3,,,,,,
mc-9995370,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76463/set-kanapes-polythrona-relax-fb91073501--3.jpg,4,Комплект диван-фотьойл RELAX SYNTHIA бежов плат-електрическо релаксиране [L] - снимка 4,,,,,,
mc-9995370,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76463/set-kanapes-polythrona-relax-fb91073501--4.jpg,5,Комплект диван-фотьойл RELAX SYNTHIA бежов плат-електрическо релаксиране [L] - снимка 5,,,,,,
mc-9995371,Сет диван и фотьойл Relax Synthia сив плат с електрическо релакс,"<p><strong>Сет ляв ъглов диван с релакс фотьойл SYNTHIA — сив плат и електрическо регулиране</strong></p><br />
<ul><li><strong>Диван:</strong> Тризвезден ляв ъглов диван SYNTHIA, съчетаващ интелигентна функционалност със съвременен комфорт. Дясното място (както го виждате) разполага с електрически механизъм за накланяне за лесна настройка и практично място за съхранение в подлакътника. Средното място се сгъва напред, разкривайки удобна сгъваема масичка с две вградени поставки за чаши, идеална за напитки или малки предмети. Лявата страна (шезлонг) включва скрито място за съхранение, което се отваря плавно с елегантна дръжка, както и допълнително място за съхранение в подлакътника за още по-голяма практичност.</li>
<li><strong>Релакс фотьойл:</strong> Висок с дълбоко седене, оборудван с електрически механизъм за накланяне с бутон и сгъваемо поставка за крака.</li></ul><br />
___________________________________________<br />
<p><strong>Размери</strong></p>
<ul><li><strong>Диван:</strong> 245x80-170x98В см</li>
<li><strong>Размери на седалката:</strong> 208x55-117 см</li>
<li><strong>Размери на облегалката:</strong> 205x70 см</li>
<li><strong>Височина на подлакътниците:</strong> 59 см</li>
<li><strong>Височина на седалката:</strong> 45 см</li>
<li><strong>Място за съхранение:</strong> 70x60x16В см</li>
<li><strong>Място за съхранение в подлакътниците:</strong> 37x15x16В см</li>
<li><strong>Максимален наклон:</strong> 68x160 см</li>
<li><strong>Фотьойл:</strong> 75x86x100В см</li>
<li><strong>Размери на седалката:</strong> 55x50 см</li>
<li><strong>Размери на облегалката:</strong> 50x65 см</li>
<li><strong>Височина на седалката:</strong> 48 см</li>
<li><strong>Височина на подлакътниците:</strong> 63 см</li>
<li><strong>Максимален размер на наклона:</strong> 153 см</li></ul><br />
__________________________________________<br />
<p><strong>Поддръжка</strong></p>
<ul><li>Редовно почиствайте с прахосмукачка, използвайки мека четка, за да запазите свежестта на плата.</li>
<li>Почиствайте незабавно петната с влажна кърпа и мек почистващ препарат за платове.</li>
<li>Избягвайте силни химикали и продължително излагане на пряка слънчева светлина, за да запазите цвета и текстурата.</li></ul><br />
____________________________________________<br /> - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -<br />
<p>*Сетът се доставя разглобен в заводски опаковки</p>
<p>** Цветовото представяне на продукта може леко да се различава от снимката на вашия екран.</p>",Europe,,Ъглови дивани,Дивани - Ъглови дивани,FALSE,Title,Default Title,9995371,shopify,0,deny,manual,1825.90,1234.74,TRUE,TRUE,,https://www.b2bmarkt.gr/img/prd/o/76464/set-kanapes-polythrona-relax-fb91073503-.jpg,1,Комплект диван-фотьойл RELAX SYNTHIA сив плат-ел. релакс [L] - снимка 1,FALSE,Комплект диван и фотьойл RELAX SYNTHIA сив плат електрическ,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA СИВ - Сет ляв ъглов диван с фотьойл relax SYNTHIA—сив плат и електрическо отпускане<br /> - -,kg,141000,draft
mc-9995371,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76464/set-kanapes-polythrona-relax-fb91073503--1.jpg,2,Комплект диван-фотьойл RELAX SYNTHIA сив плат-ел. релакс [L] - снимка 2,,,,,,
mc-9995371,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76464/set-kanapes-polythrona-relax-fb91073503--2.jpg,3,Комплект диван-фотьойл RELAX SYNTHIA сив плат-ел. релакс [L] - снимка 3,,,,,,
mc-9995371,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76464/set-kanapes-polythrona-relax-fb91073503--3.jpg,4,Комплект диван-фотьойл RELAX SYNTHIA сив плат-ел. релакс [L] - снимка 4,,,,,,
mc-9995371,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76464/set-kanapes-polythrona-relax-fb91073503--4.jpg,5,Комплект диван-фотьойл RELAX SYNTHIA сив плат-ел. релакс [L] - снимка 5,,,,,,
mc-9995373,Сет диван и фотьойл Relax Synthia сив плат с електрическо релакс,"<p><strong>Сет ъглов диван с десен ъгъл и релакс фотьойл SYNTHIA — сив плат и електрическо регулиране</strong></p><br />
<ul><li><strong>Ъглов диван с десен ъгъл SYNTHIA:</strong> проектиран да съчетава интелигентна функционалност със съвременен комфорт. Лявото място за сядане (от гледна точка на наблюдателя) разполага с електрически механизъм за накланяне за лесна настройка и практично място за съхранение в подлакътника. Средното място се сгъва напред, разкривайки удобна сгъваема масичка с две вградени поставки за чаши, идеална за напитки или малки предмети. Дясната част (шезлонг) включва скрито място за съхранение, което се отваря плавно с елегантна дръжка, както и допълнително място за съхранение в подлакътника за още повече практичност.</li>
<li><strong>Релакс фотьойл SYNTHIA:</strong> висок с дълбоко седене. Оборудван с електрически механизъм за накланяне с бутон и сгъваем подложка за крака.</li></ul><br />
<p><strong>Размери</strong></p>
<ul><li><strong>Диван:</strong> 245x80-170x98В см</li>
<li><strong>Размери на седалката:</strong> 208x55-117 см</li>
<li><strong>Размери на облегалката:</strong> 205x70 см</li>
<li><strong>Височина на подлакътниците:</strong> 59 см</li>
<li><strong>Височина на седалката:</strong> 45 см</li>
<li><strong>Място за съхранение:</strong> 70x60x16В см</li>
<li><strong>Място за съхранение в подлакътниците:</strong> 37x15x16В см</li>
<li><strong>Максимален наклон:</strong> 68x160 см</li>
<li><strong>Фотьойл:</strong> 75x86x100В см</li>
<li><strong>Размери на седалката:</strong> 55x50 см</li>
<li><strong>Размери на облегалката:</strong> 50x65 см</li>
<li><strong>Височина на седалката:</strong> 48 см</li>
<li><strong>Височина на подлакътниците:</strong> 63 см</li>
<li><strong>Максимален размер на наклона:</strong> 153 см</li></ul><br />
<p><strong>Поддръжка</strong></p>
<ul><li>Почиствайте редовно с прахосмукачка, използвайки мека четка, за да запазите свежестта на плата.</li>
<li>Премахвайте незабавно петна с влажна кърпа и мек почистващ препарат за платове.</li>
<li>Избягвайте силни химикали и продължително излагане на пряка слънчева светлина, за да запазите цвета и текстурата.</li></ul><br />
<p>*Сетът се доставя разглобен в заводски опаковки</p>
<p>** Цветовото представяне на продукта може да се различава леко от изображението на екрана ви.</p>",Europe,,Ъглови дивани,Дивани - Ъглови дивани,FALSE,Title,Default Title,9995373,shopify,2,deny,manual,1825.90,1234.74,TRUE,TRUE,,https://www.b2bmarkt.gr/img/prd/o/76465/set-kanapes-polythrona-relax-fb91073603-.jpg,1,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA СИВ ПЛАТ-ЕЛ.РЕЛАКС [R] - снимка 1,FALSE,Комплект диван и фотьойл RELAX SYNTHIA сив плат електрическ,Комплект ъглов диван с релакс стол SYNTHIA в сив плат с електрическо регулиране на облегалката.,kg,141000,draft
mc-9995373,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76465/set-kanapes-polythrona-relax-fb91073603--1.jpg,2,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA СИВ ПЛАТ-ЕЛ.РЕЛАКС [R] - снимка 2,,,,,,
mc-9995373,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76465/set-kanapes-polythrona-relax-fb91073603--2.jpg,3,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA СИВ ПЛАТ-ЕЛ.РЕЛАКС [R] - снимка 3,,,,,,
mc-9995373,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76465/set-kanapes-polythrona-relax-fb91073603--3.jpg,4,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA СИВ ПЛАТ-ЕЛ.РЕЛАКС [R] - снимка 4,,,,,,
mc-9995373,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76465/set-kanapes-polythrona-relax-fb91073603--4.jpg,5,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA СИВ ПЛАТ-ЕЛ.РЕЛАКС [R] - снимка 5,,,,,,
mc-9995372,Комплект диван и фотьойл Relax Synthia бежов плат с електрическо релак,"<p><strong>Сет ъглов диван с десен ъгъл и релакс фотьойл SYNTHIA — БЕЖОВА ТЪКАН И електрическо регулиране</strong></p><br /> - - - - - - - - - - - - - - - - - - - - - - - - -<br />
<ul><li><strong>Ъглов диван с десен ъгъл SYNTHIA:</strong> проектиран да съчетава интелигентна функционалност със съвременен комфорт. Лявото място за сядане (както го виждате) разполага с електрически механизъм за релакс за лесна настройка, както и практично място за съхранение в подлакътника. Средното място се сгъва напред, разкривайки удобна сгъваема масичка с две вградени поставки за чаши, идеална за напитки или малки предмети. Дясната страна (шезлонг) включва скрито място за съхранение, което се отваря плавно с елегантна дръжка, както и допълнително място за съхранение в подлакътника за още по-голяма практичност.</li>
<li><strong>Релакс фотьойл SYNTHIA:</strong> висок с дълбоко седене. Разполага с електрически механизъм за релакс с бутон и сгъваем подложка за крака.</li></ul><br />
___________________________________________<br />
<p><strong>Размери</strong></p>
<ul><li><strong>Диван:</strong> 245x80-170x98В см</li>
<li><strong>Размери на седалката:</strong> 208x55-117 см</li>
<li><strong>Размери на облегалката:</strong> 205x70 см</li>
<li><strong>Височина на подлакътниците:</strong> 59 см</li>
<li><strong>Височина на седалката:</strong> 45 см</li>
<li><strong>Място за съхранение:</strong> 70x60x16В см</li>
<li><strong>Място за съхранение в подлакътниците:</strong> 37x15x16В см</li>
<li><strong>Максимален наклон:</strong> 68x160 см</li>
</ul>
<ul><li><strong>Фотьойл:</strong> 75x86x100В см</li>
<li><strong>Размери на седалката:</strong> 55x50 см</li>
<li><strong>Размери на облегалката:</strong> 50x65 см</li>
<li><strong>Височина на седалката:</strong> 48 см</li>
<li><strong>Височина на подлакътниците:</strong> 63 см</li>
<li><strong>Максимален размер на наклона:</strong> 153 см</li></ul><br />
__________________________________________<br />
<p><strong>Поддръжка</strong></p>
<ul><li>Почиствайте редовно с прахосмукачка, използвайки мека четка, за да запазите свежестта на тъканта.</li>
<li>Премахвайте незабавно петна с влажна кърпа и мек почистващ препарат за тъкани.</li>
<li>Избягвайте силни химикали и продължително излагане на пряка слънчева светлина, за да запазите цвета и текстурата.</li></ul><br />
____________________________________________<br /> - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -<br />
<p>*Сетът се доставя разглобен в заводски опаковки</p>
<p>** Цветовото представяне на продукта може леко да се различава от фотографското изображение на вашия екран.</p>",Europe,,Ъглови дивани,Дивани - Ъглови дивани,FALSE,Title,Default Title,9995372,shopify,4,deny,manual,1825.90,1234.74,TRUE,TRUE,,https://www.b2bmarkt.gr/img/prd/o/76466/set-kanapes-polythrona-relax-fb91073601-.jpg,1,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA БЕЖОВ ПЛАТ-ЕЛ.РЕКЛАЙНЕР [R] - снимка 1,FALSE,Комплект диван и фотьойл RELAX SYNTHIA бежов плат с електри,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA БЕЖОВ - Сет ъглов диван с фотьойл relax SYNTHIA—БЕЖОВ плат и електрическо отпускане<br /> - - --,kg,141000,draft
mc-9995372,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76466/set-kanapes-polythrona-relax-fb91073601--1.jpg,2,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA БЕЖОВ ПЛАТ-ЕЛ.РЕКЛАЙНЕР [R] - снимка 2,,,,,,
