Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mc-73008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606701-metalliko-g-6.jpg?v=1773164284,7,КАФЕНА МАСА FIGO МЕТАЛ В СИВО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606701-metalliko-g-7.jpg?v=1773164284,8,КАФЕНА МАСА FIGO МЕТАЛ В СИВО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73007,КАФЕНА МАСА FIGO МЕТАЛ В ЧЕРНО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,"Външната кафе маса FIGO в черен цвят е ниска, квадратна с заоблени ъгли и извити крака. Това е много популярен модел, който липсва в почти никоя тераса или градина. Тази малка маса е подходяща и за ограничени пространства, като тераси или малки дворове.<br>
<br>
РАЗМЕРИ:<br>
45x45x51H см.<br>
Разстояние между краката: 40x40 см.<br>
Метална рамка: Φ24x0.8 мм дебела<br>
<br>
МАТЕРИАЛИ ЗА ИЗРАБОТКА:<br>
Рамката е метална с прахово покритие. Праховото покритие е сух процес на нанасяне, използван като метално покритие. Праховото покритие се нанася като сух прах чрез електростатичен процес, след което се втвърдява с топлина.<br>
Плотът е изработен от закалено стъкло или безопасно стъкло.<br>
Закаленото или усилено стъкло е вид безопасно стъкло, което е около четири пъти по-здраво от обикновеното стъкло. За разлика от обикновеното стъкло, което може да се разпадне на остри парчета при счупване, закаленото стъкло се чупи на малки, относително безвредни гранулирани парчета. Поради това закаленото стъкло се използва в среди, където безопасността на хората е важна, като домашни приложения и др.<br>
<br>
ПОДДРЪЖКА:<br>
От гореизложеното е ясно, че не е необходима специална поддръжка. Достатъчно е почистване с влажна кърпа или дори със специални почистващи препарати.<br>
<br>
ПРЕДИМСТВА:<br>
• Класически и вечен дизайн<br>
• Лесна поддръжка<br>
• Качествени материали за изработка<br>
• Отлично съотношение цена-качество<br>
<br>
Масата се доставя разглобена и е лесна за сглобяване, тъй като всички необходими части са включени в пакета.<br>
**Точният цвят на продукта може леко да се различава от реалния поради различни настройки на монитора.",Europe,,Маси,"RelatedColor_Champagne, RelatedColor_Сив, Градински маси за кафе",true,Title,Default Title,,,,,,,,0603191,5000.0,shopify,8,deny,manual,19.75,31.99,true,true,,,,,5208067151351,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606703-metalliko-m.jpg?v=1773164283,1,КАФЕНА МАСА FIGO МЕТАЛ В ЧЕРНО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,false,,,,,,,,,,,,,,,,,,,,kg,,,active
mc-73007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606703-metalliko-m-1.jpg?v=1773164283,2,КАФЕНА МАСА FIGO МЕТАЛ В ЧЕРНО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606703-metalliko-m-2.jpg?v=1773164285,3,КАФЕНА МАСА FIGO МЕТАЛ В ЧЕРНО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606703-metalliko-m-3.jpg?v=1773164283,4,КАФЕНА МАСА FIGO МЕТАЛ В ЧЕРНО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606703-metalliko-m-4.jpg?v=1773164284,5,КАФЕНА МАСА FIGO МЕТАЛ В ЧЕРНО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606703-metalliko-m-5.jpg?v=1773164283,6,КАФЕНА МАСА FIGO МЕТАЛ В ЧЕРНО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606703-metalliko-m-6.jpg?v=1773164283,7,КАФЕНА МАСА FIGO МЕТАЛ В ЧЕРНО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606703-metalliko-m-7.jpg?v=1773164283,8,КАФЕНА МАСА FIGO МЕТАЛ В ЧЕРНО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73006,КАФЕНА МАСА FIGO МЕТАЛ В ЦВЯТ ШАМПАНСКО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,"Външната кафе маса FIGO в цвят ШАМПАНСКО е ниска, квадратна с заоблени ъгли и извити крака. Това е много популярен модел, който липсва почти на никоя тераса или градина. Тази малка маса е подходяща и за ограничени пространства, като тераси или малки дворове.<br>
<br>
РАЗМЕРИ:<br>
45x45x51H см.<br>
Разстояние между краката: 40x40 см<br>
Метална рамка: Φ24x0.8 мм дебелина<br>
<br>
МАТЕРИАЛИ ЗА ИЗРАБОТКА:<br>
Рамката е метална с прахово покритие. Праховото покритие е сух процес на нанасяне, използван като метално покритие. Праховото покритие се нанася като сух прах чрез електростатичен процес, след което се втвърдява с топлина.<br>
Плотът е изработен от закалено стъкло или безопасно стъкло.<br>
Закаленото или усилено стъкло е вид безопасно стъкло, което е около четири пъти по-здраво от обикновеното стъкло. За разлика от обикновеното стъкло, което може да се счупи на остри парчета, закаленото стъкло се чупи на малки, относително безвредни гранулирани парчета. Поради това закаленото стъкло се използва в среди, където безопасността на хората е важна, като домашни приложения и др.<br>
<br>
ПОДДРЪЖКА:<br>
От горното е ясно, че не е необходима специална поддръжка. Достатъчно е почистване с влажна кърпа или дори със специални почистващи препарати.<br>
<br>
ПРЕДИМСТВА:<br>
• Класически и вечен дизайн<br>
• Лесна поддръжка<br>
• Качествени материали<br>
• Отлично съотношение цена-качество<br>
<br>
Масата се доставя разглобена и е лесна за сглобяване, тъй като всички необходими части са включени в опаковката.<br>
**Точното цветопредаване на продукта може да се различава леко от реалния продукт поради различните настройки на монитора.",Europe,,Маси,"RelatedColor_Сив, RelatedColor_Черен, Градински маси за кафе",true,Title,Default Title,,,,,,,,0603190,5000.0,shopify,0,deny,manual,19.75,31.99,true,true,,,,,5208067151368,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606704-metalliko-s.jpg?v=1773164282,1,КАФЕНА МАСА FIGO МЕТАЛ В ЦВЯТ ШАМПАНСКО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,false,,,,,,,,,,,,,,,,,,,,kg,,,active
mc-73006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606704-metalliko-s-1.jpg?v=1773164282,2,КАФЕНА МАСА FIGO МЕТАЛ В ЦВЯТ ШАМПАНСКО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606704-metalliko-s-2.jpg?v=1773164282,3,КАФЕНА МАСА FIGO МЕТАЛ В ЦВЯТ ШАМПАНСКО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606704-metalliko-s-3.jpg?v=1773164282,4,КАФЕНА МАСА FIGO МЕТАЛ В ЦВЯТ ШАМПАНСКО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606704-metalliko-s-4.jpg?v=1773164283,5,КАФЕНА МАСА FIGO МЕТАЛ В ЦВЯТ ШАМПАНСКО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606704-metalliko-s-5.jpg?v=1773164282,6,КАФЕНА МАСА FIGO МЕТАЛ В ЦВЯТ ШАМПАНСКО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-73006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-boithitiko-fb9606704-metalliko-s-6.jpg?v=1773164282,7,КАФЕНА МАСА FIGO МЕТАЛ В ЦВЯТ ШАМПАНСКО-ЗАКАЛЕНО СТЪКЛО 45x45x51см ВИС.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72943,Сгъваем стол за външна употреба MAG кафяв метал и кафява текстилен 45x51x81Hcm.,"Стол MAG е без подлакътници, но с красив и семпъл дизайн. Основната характеристика на този стол е, че е сгъваем и по този начин лесно се съхранява, заемайки малко място. Рамката му е метална в кафяв цвят, а както облегалката с нормална височина, така и седалката са изработени от текстилен плат, също в кафяв цвят. Хубавата особеност на този стол е, че рамката в частта на облегалката е извита, образувайки дискретна дръжка за носене.<br>
<br>
РАЗМЕРИ:<br>
45x51x81H см.<br>
Размери на седалката: 41x38 см.<br>
Размери на облегалката: 45x24 см.<br>
Височина на седалката: 47 см.<br>
Разстояние между краката: 45x44 см.<br>
Метални спецификации: 30x15xT0.8 мм<br>
<br>
МАТЕРИАЛИ НА КОНСТРУКЦИЯТА:<br>
Рамката на стола е метална с прахово покритие, а текстилената материя е с 1X1 спецификация. Текстиленът е плътен, здрав и издръжлив полиестерен плат. Това означава, че е изработен от полиестерни нишки, покрити с PVC.<br>
<br>
ПОДДРЪЖКА:<br>
Нуждае се само от почистване на прах и при необходимост почистване с влажна кърпа.<br>
<br>
ПРЕДИМСТВА:<br>
• Качествена конструкция<br>
• Сгъваем за спестяване на място и лесен транспорт<br>
• Добро съотношение цена-качество<br>
• Доставя се готов за употреба<br>
<br>
**Точният цвят на продукта може да се различава леко от реалния поради различни настройки на монитора.",Europe,,Столове-Фотьойли,"RelatedColor_Сив, Градински столове",true,Title,Default Title,,,,,,,,0615244,3250.0,shopify,394,deny,manual,21.25,34.41,true,true,,,,,5208067143073,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597102-kafe-metall.jpg?v=1773155455,1,Сгъваем стол за външна употреба MAG кафяв метал и кафява текстилен 45x51x81Hcm.,false,,,,,,,,,,,,,,,,,,,,kg,,,active
mc-72943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597102-kafe-metall-1.jpg?v=1773155455,2,Сгъваем стол за външна употреба MAG кафяв метал и кафява текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597102-kafe-metall-2.jpg?v=1773155455,3,Сгъваем стол за външна употреба MAG кафяв метал и кафява текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597102-kafe-metall-3.jpg?v=1773155455,4,Сгъваем стол за външна употреба MAG кафяв метал и кафява текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597102-kafe-metall-4.jpg?v=1773155456,5,Сгъваем стол за външна употреба MAG кафяв метал и кафява текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597102-kafe-metall-5.jpg?v=1773155455,6,Сгъваем стол за външна употреба MAG кафяв метал и кафява текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597102-kafe-metall-6.jpg?v=1773155456,7,Сгъваем стол за външна употреба MAG кафяв метал и кафява текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597102-kafe-metall-7.jpg?v=1773155456,8,Сгъваем стол за външна употреба MAG кафяв метал и кафява текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597102-kafe-metall-8.jpg?v=1773155455,9,Сгъваем стол за външна употреба MAG кафяв метал и кафява текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72942,Сгъваем стол за външна употреба MAG сив метал и сива текстилен 45x51x81Hcm.,"Стол MAG е без подлакътници, но с красив и семпъл дизайн. Основната характеристика на този стол е, че е сгъваем и по този начин лесно се съхранява, заемайки малко място. Рамката му е метална в сив цвят, а както облегалката с нормална височина, така и седалката са изработени от текстилен плат, също в сив цвят. Хубавата особеност на този стол е, че рамката в частта на облегалката е извита, образувайки дискретна дръжка за носене.<br>
<br>
РАЗМЕРИ:<br>
45x51x81H см.<br>
Размери на седалката: 41x38 см.<br>
Размери на облегалката: 45x24 см.<br>
Височина на седалката: 47 см.<br>
Разстояние между краката: 45x44 см.<br>
Метални спецификации: 30x15xT0.8 мм<br>
<br>
МАТЕРИАЛИ НА КОНСТРУКЦИЯТА:<br>
Рамката на стола е метална с прахово покритие, а текстилената материя е с 1X1 спецификация. Текстиленът е плътен, здрав и издръжлив полиестерен плат. Това означава, че е изработен от полиестерни нишки, покрити с PVC.<br>
<br>
ПОДДРЪЖКА:<br>
Нуждае се само от почистване на прах и при необходимост почистване с влажна кърпа.<br>
<br>
ПРЕДИМСТВА:<br>
• Качествена конструкция<br>
• Сгъваем за спестяване на място и лесен транспорт<br>
• Добро съотношение цена-качество<br>
• Доставя се готов за употреба<br>
<br>
**Точният цвят на продукта може да се различава леко от реалния поради различни настройки на монитора.",Europe,,Столове-Фотьойли,"RelatedColor_Кафяв, Градински столове",true,Title,Default Title,,,,,,,,0615243,3250.0,shopify,338,deny,manual,21.25,34.41,true,true,,,,,5208067143066,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597101-gkri-metall.jpg?v=1773155454,1,Сгъваем стол за външна употреба MAG сив метал и сива текстилен 45x51x81Hcm.,false,,,,,,,,,,,,,,,,,,,,kg,,,active
mc-72942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597101-gkri-metall-1.jpg?v=1773155455,2,Сгъваем стол за външна употреба MAG сив метал и сива текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597101-gkri-metall-2.jpg?v=1773155454,3,Сгъваем стол за външна употреба MAG сив метал и сива текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597101-gkri-metall-3.jpg?v=1773155454,4,Сгъваем стол за външна употреба MAG сив метал и сива текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597101-gkri-metall-4.jpg?v=1773155454,5,Сгъваем стол за външна употреба MAG сив метал и сива текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597101-gkri-metall-5.jpg?v=1773155454,6,Сгъваем стол за външна употреба MAG сив метал и сива текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597101-gkri-metall-6.jpg?v=1773155456,7,Сгъваем стол за външна употреба MAG сив метал и сива текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597101-gkri-metall-7.jpg?v=1773155455,8,Сгъваем стол за външна употреба MAG сив метал и сива текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597101-gkri-metall-8.jpg?v=1773155454,9,Сгъваем стол за външна употреба MAG сив метал и сива текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/ptyssomeni-karekla-fb9597101-gkri-metall-9.jpg?v=1773155454,10,Сгъваем стол за външна употреба MAG сив метал и сива текстилен 45x51x81Hcm.,,,,,,,,,,,,,,,,,,,,,,,,
mc-72883,"Полукръгла маса LIMA метал кафяв с плот от стъкло 70x40x64,5Hсм.","LIMA, в кафяв цвят на рамката, е маса с форма на полукръг (половин кръг) с плот от прозрачно закалено стъкло. Стъклото се поддържа от 3 метални крака с красива, извита подредба. Маса, специално направена за малки и тесни пространства, която може да се постави до стени и парапети, спестявайки място!<br>
<br>
РАЗМЕРИ:<br>
70x40x64.5H см.<br>
Разстояние между краката: 73x57-57 см.<br>
<br>
МАТЕРИАЛИ НА КОНСТРУКЦИЯТА:<br>
Краката са метални и имат пластмасови капачки отдолу за защита на подовете.<br>
<br>
Характерното за тази маса е нейната повърхност. Тя е изработена от закалено стъкло или стъкло за безопасност.<br>
Закаленото стъкло е вид безопасно стъкло, което е около четири пъти по-здраво от обикновеното стъкло. За разлика от обикновеното стъкло, което при счупване се разпада на остри парчета, закаленото стъкло се чупи на малки, относително безвредни гранулирани частици. Поради това закаленото стъкло се използва в среди, където безопасността на хората е важна, като домашни приложения и др.<br>
<br>
ПОДДРЪЖКА:<br>
От горното е ясно, че не е необходима специална поддръжка. Достатъчно е почистване с влажна кърпа или дори със специални почистващи препарати.<br>
<br>
*Продуктът се доставя разглобен в заводска опаковка<br>
** Цветопредаването на продукта може да се различава леко от фотографското му представяне на вашия екран.",Europe,,Маси,"RelatedColor_Сив, Градински маси, Градински маси за кафе",true,Title,Default Title,,,,,,,,0603163,5500.0,shopify,210,deny,manual,27.18,44.02,true,true,,,,,5208067142984,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596702-metalliko-k.jpg?v=1773155408,1,"Полукръгла маса LIMA метал кафяв с плот от стъкло 70x40x64,5Hсм.",false,,,,,,,,,,,,,,,,,,,,kg,,,active
mc-72883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596702-metalliko-k-1.jpg?v=1773155408,2,"Полукръгла маса LIMA метал кафяв с плот от стъкло 70x40x64,5Hсм.",,,,,,,,,,,,,,,,,,,,,,,,
mc-72883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596702-metalliko-k-2.jpg?v=1773155409,3,"Полукръгла маса LIMA метал кафяв с плот от стъкло 70x40x64,5Hсм.",,,,,,,,,,,,,,,,,,,,,,,,
mc-72883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596702-metalliko-k-3.jpg?v=1773155408,4,"Полукръгла маса LIMA метал кафяв с плот от стъкло 70x40x64,5Hсм.",,,,,,,,,,,,,,,,,,,,,,,,
mc-72883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596702-metalliko-k-4.jpg?v=1773155408,5,"Полукръгла маса LIMA метал кафяв с плот от стъкло 70x40x64,5Hсм.",,,,,,,,,,,,,,,,,,,,,,,,
mc-72883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596702-metalliko-k-5.jpg?v=1773155408,6,"Полукръгла маса LIMA метал кафяв с плот от стъкло 70x40x64,5Hсм.",,,,,,,,,,,,,,,,,,,,,,,,
mc-72883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596702-metalliko-k-6.jpg?v=1773155407,7,"Полукръгла маса LIMA метал кафяв с плот от стъкло 70x40x64,5Hсм.",,,,,,,,,,,,,,,,,,,,,,,,
mc-72883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596702-metalliko-k-7.jpg?v=1773155408,8,"Полукръгла маса LIMA метал кафяв с плот от стъкло 70x40x64,5Hсм.",,,,,,,,,,,,,,,,,,,,,,,,
mc-72882,"Полукръгла маса LIMA метал сив с плот от стъкло 70x40x64,5Hсм.","LIMA, в сив цвят на рамката, е маса с форма на полукръг (половин кръг) с плот от прозрачно закалено стъкло. Стъклото се поддържа от 3 метални крака с красива, извита подредба. Маса, специално направена за малки и тесни пространства, която може да се постави до стени и парапети, спестявайки място!<br>
<br>
РАЗМЕРИ:<br>
70x40x64.5H см.<br>
Разстояние между краката: 73x57-57 см.<br>
<br>
МАТЕРИАЛИ НА КОНСТРУКЦИЯТА:<br>
Краката са метални и имат пластмасови капачки отдолу за защита на подовете.<br>
<br>
Характерното за тази маса е нейната повърхност. Тя е изработена от закалено стъкло или стъкло за безопасност.<br>
Закаленото стъкло е вид безопасно стъкло, което е около четири пъти по-здраво от обикновеното стъкло. За разлика от обикновеното стъкло, което при счупване се разпада на остри парчета, закаленото стъкло се чупи на малки, относително безвредни гранулирани частици. Поради това закаленото стъкло се използва в среди, където безопасността на хората е важна, като домашни приложения и др.<br>
<br>
ПОДДРЪЖКА:<br>
От горното е ясно, че не е необходима специална поддръжка. Достатъчно е почистване с влажна кърпа или дори със специални почистващи препарати.<br>
<br>
*Продуктът се доставя разглобен в заводска опаковка<br>
** Цветопредаването на продукта може да се различава леко от фотографското му представяне на вашия екран.",Europe,,Маси,"RelatedColor_Кафяв, Градински маси, Градински маси за кафе",true,Title,Default Title,,,,,,,,0603162,5500.0,shopify,210,deny,manual,27.18,44.02,true,true,,,,,5208067142977,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596701-metalliko-g.jpg?v=1773155407,1,"Полукръгла маса LIMA метал сив с плот от стъкло 70x40x64,5Hсм.",false,,,,,,,,,,,,,,,,,,,,kg,,,active
mc-72882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596701-metalliko-g-1.jpg?v=1773155408,2,"Полукръгла маса LIMA метал сив с плот от стъкло 70x40x64,5Hсм.",,,,,,,,,,,,,,,,,,,,,,,,
mc-72882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596701-metalliko-g-2.jpg?v=1773155407,3,"Полукръгла маса LIMA метал сив с плот от стъкло 70x40x64,5Hсм.",,,,,,,,,,,,,,,,,,,,,,,,
mc-72882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0925/7041/9533/files/trapezi-imikykliko-fb9596701-metalliko-g-3.jpg?v=1773155407,4,"Полукръгла маса LIMA метал сив с плот от стъкло 70x40x64,5Hсм.",,,,,,,,,,,,,,,,,,,,,,,,
